id,name,meaning,gender,origin,PeoplesCount,WhenPeoplesCount,Source
53182,wayde,Medieval given name from Scandinavian mythology. Also English surname referring to a water crossing.,Male,English,2000,08.07.2016 8:38:25,myData.biz
53183,waydell,Medieval given name from Scandinavian mythology. Also English surname referring to a water crossing.,Male,English,18,08.07.2016 8:38:32,myData.biz
53184,waylan,Variant of Wayland. The mythological Scandinavian Wayland was a blacksmith with supernatural powers. Modern singer Waylon Jennings.,Male,English,394,08.07.2016 8:38:41,myData.biz
53185,wayland,from the land by the highway,Male,English,23000,08.07.2016 8:38:48,myData.biz
53186,wayland,From the land by the highway. The mythological Scandinavian Wayland was a blacksmith with supernatural powers.,Male,English,23000,08.07.2016 8:38:55,myData.biz
53187,waylin,Variant of Wayland. The mythological Scandinavian Wayland was a blacksmith with supernatural powers. Modern singer Waylon Jennings.,Male,English,221,08.07.2016 8:39:06,myData.biz
53188,waylon,Variant of Wayland. The mythological Scandinavian Wayland was a blacksmith with supernatural powers. Modern singer Waylon Jennings.,Male,English,4000,08.07.2016 8:39:13,myData.biz
53189,wayne,Craftsman,Male,English,588000,08.07.2016 8:39:20,myData.biz
53190,wayson,"""Courage, most strong man, lovely, moonlight.""",Male,Unknown,447,08.07.2016 8:39:29,myData.biz
53191,wayte,Guard,Male,English,602,08.07.2016 8:39:37,myData.biz
53192,wazir,minister,Male,Arabic,5000,08.07.2016 8:39:44,myData.biz
53193,wealaworth,From the Welshman's farm or Welsh friend,Male,English,0,08.07.2016 8:39:51,myData.biz
53194,weallcot,Lives in the Welshman's cottage,Male,English,0,08.07.2016 8:39:59,myData.biz
53195,weallere,Mason,Male,English,0,08.07.2016 8:40:07,myData.biz
53196,weard,Guard,Male,English,73,08.07.2016 8:40:17,myData.biz
53197,weardhyll,From the guardian's hill,Male,English,1,08.07.2016 8:40:23,myData.biz
53198,weardleah,From the guardian's meadow,Male,English,1,08.07.2016 8:40:31,myData.biz
53199,weatherby,From the wether sheep farm,Male,English,3000,08.07.2016 8:40:40,myData.biz
53200,weatherly,From the wether sheep meadow,Male,English,5000,08.07.2016 8:40:48,myData.biz
53201,weayaya,Setting sun (Sioux),Male,Native American,3,08.07.2016 8:40:56,myData.biz
53202,weayaya,Sioux name meaning &quot; setting sun.&quot;,Male,Native,3,08.07.2016 8:41:03,myData.biz
53203,webb,Weaver,Male,English,174000,08.07.2016 8:41:11,myData.biz
53204,webbe,Weaver,Male,English,672,08.07.2016 8:41:20,myData.biz
53205,webbeleah,From the weaver's meadow,Male,English,1,08.07.2016 8:41:27,myData.biz
53206,webber,Weaver,Male,German,34000,08.07.2016 8:41:35,myData.biz
53207,webbestre,Weaver,Male,English,0,08.07.2016 8:41:43,myData.biz
53208,weber,Weaver,Male,German,244000,08.07.2016 8:41:52,myData.biz
53209,webley,From the weaver's meadow,Male,English,1000,08.07.2016 8:42:00,myData.biz
53210,webster,weaver,Male,English,230000,08.07.2016 8:42:08,myData.biz
53211,webster,Weaver.: -ster ending on English occupational surnames indicates the work was originally a female occupation.,Male,English,230000,08.07.2016 8:42:15,myData.biz
53212,weddell,From the advancer's hill,Male,English,872,08.07.2016 8:42:24,myData.biz
53213,weeko,Sioux name meaning &quot; pretty.&quot; WENONA,Female,Native,74,08.07.2016 8:42:36,myData.biz
53214,wegland,From the land by the highway,Male,English,12,08.07.2016 8:42:40,myData.biz
53215,wei,valuable; precious,Female,Chinese,111000,08.07.2016 8:42:48,myData.biz
53216,weifield,From the field by the weir,Male,English,79,08.07.2016 8:42:59,myData.biz
53217,weiford,From the farm by the weir,Male,English,79,08.07.2016 8:43:08,myData.biz
53218,weirley,From the weir meadow,Male,English,0,08.07.2016 8:43:11,myData.biz
53219,wekesa,Luhya of Kenya name meaning &quot;born during harvest time.&quot;,Male,African,2000,08.07.2016 8:43:21,myData.biz
53220,welborn,From the spring brook,Male,English,4000,08.07.2016 8:43:28,myData.biz
53221,welborne,from the spring brook,Male,English,144,08.07.2016 8:43:40,myData.biz
53222,welburn,From the spring brook,Male,English,855,08.07.2016 8:43:45,myData.biz
53223,welby,From the spring farm,Male,English,2000,08.07.2016 8:43:54,myData.biz
53224,welch,From Wales,Male,English,82000,08.07.2016 8:44:00,myData.biz
53225,welcome,Welcomed,Female,English,71000,08.07.2016 8:44:09,myData.biz
53226,welda,Ruler,Female,German,450,08.07.2016 8:44:17,myData.biz
53227,weldon,From the spring hill,Male,English,15000,08.07.2016 8:44:25,myData.biz
53228,welford,From the spring by the ford,Male,English,1000,08.07.2016 8:44:33,myData.biz
53229,welles,Lives by the spring,Male,English,2000,08.07.2016 8:44:42,myData.biz
53230,wellington,from the wealthy estate,Male,Anglo,216000,08.07.2016 8:44:49,myData.biz
53231,wellington,From the wealthy estate,Male,Anglo-Saxon,216000,08.07.2016 8:44:56,myData.biz
53232,wellington,From the wealthy estate,Male,English,216000,08.07.2016 8:45:03,myData.biz
53233,wells,Lives by the spring,Male,English,529000,08.07.2016 8:45:13,myData.biz
53234,welsa,from the west,Female,English,67,08.07.2016 8:45:23,myData.biz
53235,welsh,From Wales,Male,English,42000,08.07.2016 8:45:28,myData.biz
53236,welsie,From the west,Female,English,57,08.07.2016 8:45:38,myData.biz
53237,welss,From the west,Female,English,55,08.07.2016 8:45:45,myData.biz
53238,welton,From the spring farm,Male,English,8000,08.07.2016 8:45:52,myData.biz
53239,wematin,Algonquin name meaning &quot; brother.&quot; WEMILAT,Male,Native,2,08.07.2016 8:45:59,myData.biz
53240,wematin,Brother (Algonquin),Male,Native American,2,08.07.2016 8:46:07,myData.biz
53241,wemilat,Of wealthy parents,Male,Native American,0,08.07.2016 8:46:15,myData.biz
53242,wenda,Comely,Female,English,4000,08.07.2016 8:46:26,myData.biz
53243,wendale,Traveler: wanderer.,Male,English,35,08.07.2016 8:46:32,myData.biz
53244,wendale,Traveler: wanderer.,Male,German,35,08.07.2016 8:46:39,myData.biz
53245,wendall,Traveler: wanderer.,Male,English,700,08.07.2016 8:46:50,myData.biz
53246,wendall,Traveler: wanderer.,Male,German,700,08.07.2016 8:46:55,myData.biz
53247,wendel,Wanders,Male,German,17000,08.07.2016 8:47:04,myData.biz
53248,wendell,Traveler: wanderer.,Male,English,25000,08.07.2016 8:47:12,myData.biz
53249,wendell,Wanders,Male,German,25000,08.07.2016 8:47:19,myData.biz
53250,wendi,Literary: a created name that first appeared in James Banie's Peter Pan.,Female,English,17000,08.07.2016 8:47:28,myData.biz
53251,wendlesora,From Windsor,Male,English,0,08.07.2016 8:47:35,myData.biz
53252,wendy,Literary: a created name that first appeared in James Banie's Peter Pan.,Female,English,330000,08.07.2016 8:47:45,myData.biz
53253,wenhaver,Arthur's queen,Female,Arthurian Legend,2,08.07.2016 8:47:51,myData.biz
53254,wenona,Firstborn daughter,Female,Native American,3000,08.07.2016 8:48:04,myData.biz
53255,wentworth,From the white one's estate,Male,English,36000,08.07.2016 8:48:08,myData.biz
53256,weolingtun,From the wealthy estate,Male,English,2,08.07.2016 8:48:15,myData.biz
53257,weorth,From the farm,Male,English,1,08.07.2016 8:48:23,myData.biz
53258,werian,defends,Male,Anglo,23,08.07.2016 8:48:38,myData.biz
53259,werian,Defends,Male,Anglo-Saxon,23,08.07.2016 8:48:39,myData.biz
53260,werner,defending warrior,Male,German,96000,08.07.2016 8:48:47,myData.biz
53261,wes,West meadow. Variant of the English surname Westley.,Male,English,78000,08.07.2016 8:48:56,myData.biz
53262,weslee,Feminine of Wesley.,Female,English,425,08.07.2016 8:49:07,myData.biz
53263,wesley,From the west meadow,Male,English,205000,08.07.2016 8:49:12,myData.biz
53264,weslia,Feminine of Wesley.,Female,English,16,08.07.2016 8:49:20,myData.biz
53265,wessley,West meadow. Variant of the English surname Westley.,Male,English,378,08.07.2016 8:49:30,myData.biz
53266,west,from the west,Male,English,3000000,08.07.2016 8:49:36,myData.biz
53267,west,West town. Surname.,Male,English,3000000,08.07.2016 8:49:43,myData.biz
53268,westbroc,From the west brook,Male,English,0,08.07.2016 8:49:51,myData.biz
53269,westbrook,From the west brook,Male,English,20000,08.07.2016 8:50:00,myData.biz
53270,westby,From the west farm,Male,English,3000,08.07.2016 8:50:12,myData.biz
53271,westcot,From the west cottage,Male,English,122,08.07.2016 8:50:18,myData.biz
53272,westcott,From the west cottage,Male,English,7000,08.07.2016 8:50:24,myData.biz
53273,westen,West town. Surname.,Male,English,3000,08.07.2016 8:50:32,myData.biz
53274,westin,West town. Surname.,Male,English,33000,08.07.2016 8:50:40,myData.biz
53275,westleah,From the west meadow,Male,English,3,08.07.2016 8:50:48,myData.biz
53276,westley,From the west meadow,Male,English,5000,08.07.2016 8:50:56,myData.biz
53277,weston,from the west farm,Male,English,84000,08.07.2016 8:51:04,myData.biz
53278,weston,West town. Surname.,Male,English,84000,08.07.2016 8:51:11,myData.biz
53279,westun,From the west,Male,English,8,08.07.2016 8:51:20,myData.biz
53280,wetherby,From the wether sheep farm,Male,English,2000,08.07.2016 8:51:28,myData.biz
53281,wetherby,from the wether-sheep farm,Male,English,2000,08.07.2016 8:51:35,myData.biz
53282,wetherly,From the wether sheep meadow,Male,English,192,08.07.2016 8:51:46,myData.biz
53283,wetherly,from the wether-sheep meadow,Male,English,192,08.07.2016 8:51:51,myData.biz
53284,wethrby,From the wether sheep farm,Male,English,0,08.07.2016 8:51:59,myData.biz
53285,wethrleah,From the wether sheep meadow,Male,English,0,08.07.2016 8:52:07,myData.biz
53286,wevers,weaver,Male,Dutch,976,08.07.2016 8:52:16,myData.biz
53287,weyland,From the land by the highway,Male,English,1000,08.07.2016 8:52:26,myData.biz
53288,weylin,Son of the wolf,Male,Celtic,326,08.07.2016 8:52:34,myData.biz
53289,weylyn,Son of the wolf,Male,Celtic,20,08.07.2016 8:52:42,myData.biz
53290,wharton,From the estate at the hollow,Male,English,101000,08.07.2016 8:52:47,myData.biz
53291,wheatley,From the wheat meadow,Male,English,15000,08.07.2016 8:52:57,myData.biz
53292,wheeler,Wheel maker,Male,English,129000,08.07.2016 8:53:04,myData.biz
53293,wheeler,wheel-maker,Male,English,129000,08.07.2016 8:53:11,myData.biz
53294,whelan,Joyful,Male,Irish,23000,08.07.2016 8:53:20,myData.biz
53295,whistler,Piper,Male,English,11000,08.07.2016 8:53:29,myData.biz
53296,whitby,From the white farm,Male,English,18000,08.07.2016 8:53:37,myData.biz
53297,whitcomb,From the white hollow,Male,English,5000,08.07.2016 8:53:46,myData.biz
53298,whitelaw,From the white hill,Male,English,3000,08.07.2016 8:53:52,myData.biz
53299,whiteman,white-haired,Male,English,7000,08.07.2016 8:54:02,myData.biz
53300,whitfield,From the white field,Male,English,23000,08.07.2016 8:54:08,myData.biz
53301,whitford,From the white ford,Male,English,5000,08.07.2016 8:54:19,myData.biz
53302,whitlaw,From the white hill,Male,English,84,08.07.2016 8:54:25,myData.biz
53303,whitley,From the white meadow,Male,English,27000,08.07.2016 8:54:33,myData.biz
53304,whitley,White meadow.,Female,English,27000,08.07.2016 8:54:39,myData.biz
53305,whitlock,Blond,Male,English,13000,08.07.2016 8:54:50,myData.biz
53306,whitman,White haired,Male,English,39000,08.07.2016 8:54:56,myData.biz
53307,whitmoor,From the white moor,Male,English,86,08.07.2016 8:55:06,myData.biz
53308,whitmore,From the white moor,Male,English,13000,08.07.2016 8:55:13,myData.biz
53309,whitnei,Dainty,Female,Unknown,37,08.07.2016 8:55:22,myData.biz
53310,whitney,&quot;From the white island.&quot;,Female,Anglo,167000,08.07.2016 8:55:30,myData.biz
53311,whitney,Fair island.,Female,English,167000,08.07.2016 8:55:35,myData.biz
53312,whitney,From the white haired man's estate,Male,English,167000,08.07.2016 8:55:43,myData.biz
53313,whitney,From the white island,Female,Anglo-Saxon,167000,08.07.2016 8:55:51,myData.biz
53314,whitney,from the white island,Male,Anglo,167000,08.07.2016 8:55:59,myData.biz
53315,whitney,From the white island,Male,Anglo-Saxon,167000,08.07.2016 8:56:07,myData.biz
53316,whitney,from the white-haired man's estate,Male,English,167000,08.07.2016 8:56:15,myData.biz
53317,whittaker,From the white field,Male,English,20000,08.07.2016 8:56:23,myData.biz
53318,whytlok,Blond,Male,English,0,08.07.2016 8:56:31,myData.biz
53319,wiatt,Guide,Male,English,314,08.07.2016 8:56:42,myData.biz
53320,wiatt,Guide,Male,French,314,08.07.2016 8:56:47,myData.biz
53321,wicapi wakan,Dakota name meaning &quot;holy star.&quot;,Female,Native,1,08.07.2016 8:56:55,myData.biz
53322,wicapi wakan,Holy star (Dakota),Female,Native American,1,08.07.2016 8:57:03,myData.biz
53323,wicasa,Dakota name meaning &quot; sage.&quot;,Male,Native,165,08.07.2016 8:57:15,myData.biz
53324,wicasa,Sage (Dakota),Male,Native American,165,08.07.2016 8:57:20,myData.biz
53325,wiccum,From the village meadow,Male,English,1,08.07.2016 8:57:27,myData.biz
53326,wichamm,From the village meadow,Male,English,0,08.07.2016 8:57:35,myData.biz
53327,wichell,From the bend in the road,Male,English,7,08.07.2016 8:57:44,myData.biz
53328,wickam,from the village meadow,Male,English,133,08.07.2016 8:57:54,myData.biz
53329,wickley,From the village meadow,Male,English,70,08.07.2016 8:58:02,myData.biz
53330,wicleah,From the village meadow,Male,English,0,08.07.2016 8:58:07,myData.biz
53331,widad,Love,Female,Arabic,3000,08.07.2016 8:58:17,myData.biz
53332,widad,love; friendship,Female,Arabic,3000,08.07.2016 8:58:25,myData.biz
53333,wido,Warrior maiden,Female,German,2000,08.07.2016 8:58:34,myData.biz
53334,wiellaburne,From the spring brook,Male,English,0,08.07.2016 8:58:39,myData.biz
53335,wiellaby,From the spring farm,Male,English,0,08.07.2016 8:58:47,myData.biz
53336,wielladun,From the spring hill,Male,English,0,08.07.2016 8:58:55,myData.biz
53337,wiellaford,From the spring by the ford,Male,English,0,08.07.2016 8:59:03,myData.biz
53338,wiellatun,From the spring farm,Male,English,0,08.07.2016 8:59:11,myData.biz
53339,wigburg,young,Female,Dutch,4,08.07.2016 8:59:20,myData.biz
53340,wigmaere,Famous in battle,Male,English,1,08.07.2016 8:59:27,myData.biz
53341,wigman,Warrior,Male,English,561,08.07.2016 8:59:40,myData.biz
53342,wihakayda,Sioux name meaning &quot; little one.&quot;,Female,Native,6,08.07.2016 8:59:44,myData.biz
53343,wijdan,ecstacy; sentiment,Female,Arabic,1000,08.07.2016 8:59:52,myData.biz
53344,wikimak,Algonquin name meaning &quot;wife.&quot; WINEMA,Female,Native,3,08.07.2016 9:00:00,myData.biz
53345,wikimak,Wife (Algonquin),Female,Native American,3,08.07.2016 9:00:07,myData.biz
53346,wikvaya,Hopi name meaning &quot; one who brings.&quot; WILNY,Male,Native,0,08.07.2016 9:00:15,myData.biz
53347,wikvaya,One who brings (Hopi),Male,Native American,0,08.07.2016 9:00:23,myData.biz
53348,wilbart,Resolute or brilliant,Male,German,22,08.07.2016 9:00:35,myData.biz
53349,wilber,Willful: bright.,Male,English,11000,08.07.2016 9:00:40,myData.biz
53350,wilber,Willful: bright.,Male,German,11000,08.07.2016 9:00:47,myData.biz
53351,wilbert,intelligent,Male,English,14000,08.07.2016 9:00:59,myData.biz
53352,wilbert,Resolute or brilliant,Male,German,14000,08.07.2016 9:01:03,myData.biz
53353,wilbert,Willful: bright.,Male,English,14000,08.07.2016 9:01:11,myData.biz
53354,wilbur,dearly loved stronghold,Male,Anglo,19000,08.07.2016 9:01:19,myData.biz
53355,wilbur,Dearly loved stronghold,Male,Anglo-Saxon,19000,08.07.2016 9:01:27,myData.biz
53356,wilbur,from the strong fortress,Male,English,19000,08.07.2016 9:01:38,myData.biz
53357,wilbur,From the strong fortress Willful: bright.,Male,English,19000,08.07.2016 9:01:43,myData.biz
53358,wilbur,Resolute or brilliant,Male,German,19000,08.07.2016 9:01:51,myData.biz
53359,wilbur,"resolute, brilliant",Male,German,19000,08.07.2016 9:01:59,myData.biz
53360,wilburn,Willful: bright.,Male,English,7000,08.07.2016 9:02:10,myData.biz
53361,wilburn,Willful: bright.,Male,German,7000,08.07.2016 9:02:15,myData.biz
53362,wilburt,Resolute or brilliant,Male,German,239,08.07.2016 9:02:26,myData.biz
53363,wilburt,Willful: bright.,Male,English,239,08.07.2016 9:02:31,myData.biz
53364,wilda,&quot;Wild.&quot;,Female,Anglo,9000,08.07.2016 9:02:41,myData.biz
53365,wilda,untamed,Female,German,9000,08.07.2016 9:02:47,myData.biz
53366,wilda,Wild,Female,Anglo-Saxon,9000,08.07.2016 9:02:55,myData.biz
53367,wilde,Untamed,Female,German,32000,08.07.2016 9:03:03,myData.biz
53368,wildon,From the wooded hill,Male,English,473,08.07.2016 9:03:15,myData.biz
53369,wiley,Well-watered meadow.,Male,English,45000,08.07.2016 9:03:20,myData.biz
53370,wilford,Desires peace.,Male,German,5000,08.07.2016 9:03:29,myData.biz
53371,wilford,from the willow ford,Male,English,5000,08.07.2016 9:03:35,myData.biz
53372,wilford,From the willow ford Desires peace.,Male,English,5000,08.07.2016 9:03:43,myData.biz
53373,wilfred,Peace,Male,English,18000,08.07.2016 9:03:54,myData.biz
53374,wilfred,"peaceful, resolute",Male,German,18000,08.07.2016 9:03:59,myData.biz
53375,wilfred,Resolute or peaceful,Male,German,18000,08.07.2016 9:04:07,myData.biz
53376,wilfredo,Desires peace.,Male,English,21000,08.07.2016 9:04:16,myData.biz
53377,wilfredo,Desires peace.,Male,German,21000,08.07.2016 9:04:23,myData.biz
53378,wilfrid,name of a saint,Male,Anglo,38000,08.07.2016 9:04:32,myData.biz
53379,wilfrid,Name of a saint,Male,Anglo-Saxon,38000,08.07.2016 9:04:39,myData.biz
53380,wilfrid,Peace,Male,English,38000,08.07.2016 9:04:47,myData.biz
53381,wilfrid,Resolute or peaceful,Male,German,38000,08.07.2016 9:04:55,myData.biz
53382,wilfryd,Peace,Male,English,5,08.07.2016 9:05:04,myData.biz
53383,wilhelm,German form of William,Male,German,36000,08.07.2016 9:05:12,myData.biz
53384,wilhelm,German form of William (resolute protector),Male,German,36000,08.07.2016 9:05:19,myData.biz
53385,wilhelmina,resolute protector,Female,German,15000,08.07.2016 9:05:29,myData.biz
53386,wilhelmina,Resolute protector. Feminine variant of William.,Female,German,15000,08.07.2016 9:05:36,myData.biz
53387,wilhelmine,resolute protector,Female,Danish,394,08.07.2016 9:05:44,myData.biz
53388,wilhelmine,Resolute protector,Female,German,394,08.07.2016 9:05:51,myData.biz
53389,will,Diminutive of William Resolute protector: will.,Male,English,373000,08.07.2016 9:06:00,myData.biz
53390,will,resolute,Male,English,373000,08.07.2016 9:06:07,myData.biz
53391,willa,&quot;Desired.&quot;,Female,Anglo,7000,08.07.2016 9:06:16,myData.biz
53392,willa,Desired,Female,Anglo-Saxon,7000,08.07.2016 9:06:23,myData.biz
53393,willa,Resolute,Female,English,7000,08.07.2016 9:06:31,myData.biz
53394,willa,Resolute,Male,English,7000,08.07.2016 9:06:39,myData.biz
53395,willaburh,From the strong fortress,Male,English,1,08.07.2016 9:06:47,myData.biz
53396,willamar,Resolute or famous,Male,German,21,08.07.2016 9:06:56,myData.biz
53397,willan,wishes,Male,Anglo,2000,08.07.2016 9:07:06,myData.biz
53398,willaperht,Resolute or brilliant,Male,German,1,08.07.2016 9:07:12,myData.biz
53399,willard,Bold: resolute.,Male,German,24000,08.07.2016 9:07:20,myData.biz
53400,willard,Resolute or brave,Male,English,24000,08.07.2016 9:07:27,myData.biz
53401,willard,"resolute, brave",Male,English,24000,08.07.2016 9:07:35,myData.biz
53402,willem,Valiant protector.,Male,Celtic,68000,08.07.2016 9:07:44,myData.biz
53403,willesone,Son of William,Male,English,0,08.07.2016 9:07:51,myData.biz
53404,willhard,Resolute or brave,Male,English,31,08.07.2016 9:08:03,myData.biz
53405,william,Determined protector,Male,French,1000000,08.07.2016 9:08:07,myData.biz
53406,william,resolute protector,Male,English,1000000,08.07.2016 9:08:15,myData.biz
53407,william,Resolute protector: will. For a long time after the Norman conquest in A.D. 1066 many English boys were given some form of William the Conquer's name. The firstborn son of Prince Charles is named William.,Male,English,1000000,08.07.2016 9:08:23,myData.biz
53408,william,Resolute protector: will. For a long time after the Norman conquest in A.D. 1066 many English boys were given some form of William the Conquer's name. William. The firstborn son of Prince Charles is named William.,Male,German,1000000,08.07.2016 9:08:31,myData.biz
53409,williamon,German form of William,Male,German,82,08.07.2016 9:08:41,myData.biz
53410,williams,Resolute protector: will. Surname.,Male,German,1000000,08.07.2016 9:08:50,myData.biz
53411,williams,Son of William,Male,English,1000000,08.07.2016 9:08:55,myData.biz
53412,williamson,Son of William,Male,English,96000,08.07.2016 9:09:04,myData.biz
53413,willie,Resolute: will Abbreviation of names beginning with Will-,Male,English,60000,08.07.2016 9:09:13,myData.biz
53414,willifrid,Resolute or peaceful,Male,German,3,08.07.2016 9:09:19,myData.biz
53415,willimod,Resolute spirit,Male,German,0,08.07.2016 9:09:27,myData.biz
53416,willis,Resolute protector: will. Surname.,Male,English,145000,08.07.2016 9:09:35,myData.biz
53417,willis,Resolute protector: will. Surname.,Male,German,145000,08.07.2016 9:09:45,myData.biz
53418,willis,son of William,Male,English,145000,08.07.2016 9:09:51,myData.biz
53419,willmar,Resolute or famous,Male,German,5000,08.07.2016 9:10:02,myData.biz
53420,willmarr,Resolute or famous,Male,German,5,08.07.2016 9:10:08,myData.biz
53421,willoughby,From the willow farm,Male,English,18000,08.07.2016 9:10:18,myData.biz
53422,willow,Slender:graceful. From the willow tree noted for slender graceful branches and leaves.,Female,English,44000,08.07.2016 9:10:24,myData.biz
53423,willsn,Wishes,Male,Anglo-Saxon,7,08.07.2016 9:10:34,myData.biz
53424,willy,Diminutive of William or any names begining with Will- : Resolute protector: will.,Male,English,89000,08.07.2016 9:10:40,myData.biz
53425,wilma,Resolute protector. Feminine variant of William.,Female,German,36000,08.07.2016 9:10:48,myData.biz
53426,wilmar,Resolute or famous,Male,German,13000,08.07.2016 9:10:57,myData.biz
53427,wilmer,Resolute or famous,Male,German,33000,08.07.2016 9:11:06,myData.biz
53428,wilmer,"resolute, famous",Male,German,33000,08.07.2016 9:11:11,myData.biz
53429,wilmer,Resolute: famous.,Male,English,33000,08.07.2016 9:11:19,myData.biz
53430,wilmod,Resolute spirit,Male,German,17,08.07.2016 9:11:29,myData.biz
53431,wilmot,Resolute spirit,Male,German,7000,08.07.2016 9:11:36,myData.biz
53432,wilona,"&quot;Hoped for.&quot;Variant, Wilone, exists.",Female,Anglo,551,08.07.2016 9:11:45,myData.biz
53433,wilona,Hoped for,Female,Anglo-Saxon,551,08.07.2016 9:11:52,myData.biz
53434,wilone,Hoped for,Female,Anglo-Saxon,55,08.07.2016 9:12:04,myData.biz
53435,wilpert,Resolute or brilliant,Male,German,148,08.07.2016 9:12:09,myData.biz
53436,wilson,Son of Will. Surname.,Male,English,838000,08.07.2016 9:12:17,myData.biz
53437,wilton,From the farm by the spring,Male,English,25000,08.07.2016 9:12:24,myData.biz
53438,win,Friend,Male,English,105000,08.07.2016 9:12:32,myData.biz
53439,wincel,From the bend in the road,Male,English,124,08.07.2016 9:12:44,myData.biz
53440,winchell,drawer of water,Male,Anglo,3000,08.07.2016 9:12:49,myData.biz
53441,winchell,Drawer of water,Male,Anglo-Saxon,3000,08.07.2016 9:12:55,myData.biz
53442,winchell,from the bend in the road,Male,English,3000,08.07.2016 9:13:03,myData.biz
53443,windell,Traveler: wanderer.,Male,English,1000,08.07.2016 9:13:12,myData.biz
53444,windell,Traveler: wanderer.,Male,German,1000,08.07.2016 9:13:19,myData.biz
53445,windgate,From the winding gate,Male,English,124,08.07.2016 9:13:31,myData.biz
53446,windham,From the windy viIlage,Male,English,14000,08.07.2016 9:13:36,myData.biz
53447,windsor,From Windsor,Male,English,129000,08.07.2016 9:13:43,myData.biz
53448,wine,friend,Male,Anglo,180000,08.07.2016 9:13:52,myData.biz
53449,wine,Friend,Male,Anglo-Saxon,180000,08.07.2016 9:13:59,myData.biz
53450,wine,Friend,Male,English,180000,08.07.2016 9:14:07,myData.biz
53451,winefield,From a friend's field,Male,English,97,08.07.2016 9:14:17,myData.biz
53452,winefrith,Friend of peace,Male,English,0,08.07.2016 9:14:23,myData.biz
53453,winema,Chief,Female,Native American,113,08.07.2016 9:14:36,myData.biz
53454,winetorp,From Wine's estate,Male,English,0,08.07.2016 9:14:39,myData.biz
53455,winfield,from a friend's field,Male,English,15000,08.07.2016 9:14:48,myData.biz
53456,winfield,Stone marker of friendship. Surname.,Male,English,15000,08.07.2016 9:14:57,myData.biz
53457,winfred,Friend of peace,Male,English,3000,08.07.2016 9:15:04,myData.biz
53458,winfrid,Friend of peace,Male,English,83,08.07.2016 9:15:16,myData.biz
53459,winfrith,Friend of peace,Male,English,73,08.07.2016 9:15:22,myData.biz
53460,wingate,From the winding gate,Male,English,18000,08.07.2016 9:15:28,myData.biz
53461,winifred,peaceful friend,Female,German,6000,08.07.2016 9:15:37,myData.biz
53462,winifreda,Peaceful friend,Female,German,151,08.07.2016 9:15:45,myData.biz
53463,winifrid,Peaceful friend,Female,German,18,08.07.2016 9:15:54,myData.biz
53464,winifride,Peaceful friend,Female,German,6,08.07.2016 9:16:00,myData.biz
53465,winn,Friend,Male,English,29000,08.07.2016 9:16:08,myData.biz
53466,winnie,White or fair,Female,Celtic,43000,08.07.2016 9:16:16,myData.biz
53467,winola,Gracious friend,Female,German,236,08.07.2016 9:16:27,myData.biz
53468,winona,Sioux name meaning &quot;giving.&quot;,Female,Native,34000,08.07.2016 9:16:33,myData.biz
53469,winslow,from Wine's hill,Male,English,15000,08.07.2016 9:16:40,myData.biz
53470,winslow,Stone marker of friendship. Surname.,Male,English,15000,08.07.2016 9:16:47,myData.biz
53471,winslowe,From Wine's hill,Male,English,15,08.07.2016 9:16:57,myData.biz
53472,winsor,From Windsor,Male,English,4000,08.07.2016 9:17:05,myData.biz
53473,winston,From Wine's farm,Male,English,251000,08.07.2016 9:17:11,myData.biz
53474,winswode,From Wine's forest,Male,English,0,08.07.2016 9:17:19,myData.biz
53475,wintanweorth,From the white one's estate,Male,English,1,08.07.2016 9:17:27,myData.biz
53476,winter,Born in the winter,Male,English,184000,08.07.2016 9:17:36,myData.biz
53477,winter,year,Male,Anglo,184000,08.07.2016 9:17:43,myData.biz
53478,winter,Year,Male,Anglo-Saxon,184000,08.07.2016 9:17:51,myData.biz
53479,winthorp,From Wine's estate,Male,English,34,08.07.2016 9:18:02,myData.biz
53480,winthrop,from Wine's estate,Male,English,32000,08.07.2016 9:18:07,myData.biz
53481,winton,From Wine's farm,Male,English,7000,08.07.2016 9:18:16,myData.biz
53482,winward,From Wine's forest,Male,English,1000,08.07.2016 9:18:24,myData.biz
53483,winwodem,From Wine's forest,Male,English,6,08.07.2016 9:18:32,myData.biz
53484,winwood,From Wine's forest,Male,English,827,08.07.2016 9:18:40,myData.biz
53485,wireceaster,From the alder forest army camp,Male,English,0,08.07.2016 9:18:47,myData.biz
53486,wirt,worthy,Male,Anglo,5000,08.07.2016 9:18:56,myData.biz
53487,wirt,Worthy,Male,Anglo-Saxon,5000,08.07.2016 9:19:03,myData.biz
53488,wisal,communion in love,Female,Arabic,815,08.07.2016 9:19:13,myData.biz
53489,wise,Ardent or wise,Male,Irish,116000,08.07.2016 9:19:20,myData.biz
53490,wisnu,God of preserver.,Male,Indian,23000,08.07.2016 9:19:29,myData.biz
53491,wissian,guide,Male,Anglo,7,08.07.2016 9:19:36,myData.biz
53492,wissian,Guide,Male,Anglo-Saxon,7,08.07.2016 9:19:43,myData.biz
53493,wit,white,Male,Dutch,43000,08.07.2016 9:19:52,myData.biz
53494,witashnah,Sioux name meaning &quot; virginal.&quot;,Female,Native,2,08.07.2016 9:20:09,myData.biz
53495,withypoll,Twig head,Female,English,0,08.07.2016 9:20:15,myData.biz
53496,witt,Wise,Male,English,37000,08.07.2016 9:20:24,myData.biz
